concept id	representation id	en
FMA50684	BP7614	right splenial artery
FMA50685	BP8663	left splenial artery
FMA50694	BP9240	branch of medial branch of superior cerebellar artery
FMA50695	BP9239	superior vermian branch of medial branch of superior cerebellar artery
FMA50696	BP7647	superior vermian branch of medial branch of right superior cerebellar artery
FMA50697	BP9238	superior vermian branch of medial branch of left superior cerebellar artery
FMA50705	BP8238	anatomical boundary entity
FMA50720	BP7767	artery
FMA50722	BP7769	region of vascular tree organ
FMA50723	BP7843	vein
FMA50735	BP5789	hepatic portal vein
FMA50736	BP10266	subdivision of pre-hepatic portal vein
FMA50737	BP6406	celiac artery
FMA50859	BP5909	right suprascapular vein
FMA50860	BP5910	left suprascapular vein
FMA50863	BP5707	optic nerve
FMA50865	BP4694	trochlear nerve
FMA50872	BP8968	right pulmonary artery
FMA50873	BP8463	left pulmonary artery
FMA50875	BP5708	right optic nerve
FMA50878	BP5709	left optic nerve
FMA50881	BP4695	right trochlear nerve
FMA50882	BP4696	left trochlear nerve
FMA51041	BP5872	deep femoral vein
FMA51042	BP5873	right deep femoral vein
FMA51043	BP5874	left deep femoral vein
FMA51048	BP8857	iliotibial tract
FMA51061	BP8740	calcaneal tendon
FMA51071	BP8889	flexor digitorum longus
FMA51099	BP9160	tibialis posterior
FMA51141	BP8119	extensor hallucis brevis
FMA51144	BP5059	right extensor hallucis brevis
FMA51145	BP8118	left extensor hallucis brevis
FMA51886	BP9002	branch of cerebral arterial circle
FMA52570	BP5712	branch of cranial nerve
FMA52571	BP5750	branch of oculomotor nerve
FMA52572	BP5751	superior branch of oculomotor nerve
FMA52573	BP5754	inferior branch of oculomotor nerve
FMA52574	BP5752	superior branch of right oculomotor nerve
FMA52575	BP5753	superior branch of left oculomotor nerve
FMA52576	BP5755	inferior branch of right oculomotor nerve
FMA52577	BP5756	inferior branch of left oculomotor nerve
FMA52607	BP5713	branch of trigeminal nerve
FMA52621	BP5747	ophthalmic nerve
FMA52622	BP5748	right ophthalmic nerve
FMA52623	BP5749	left ophthalmic nerve
FMA52624	BP5714	branch of ophthalmic nerve
FMA52628	BP5744	lacrimal nerve
FMA52629	BP5745	right lacrimal nerve
FMA52630	BP5746	left lacrimal nerve
FMA52638	BP5715	frontal nerve
FMA52639	BP5716	right frontal nerve
FMA52640	BP5717	left frontal nerve
FMA52641	BP5718	branch of frontal nerve
FMA52642	BP5735	supratrochlear nerve
FMA52643	BP5736	right supratrochlear nerve
FMA52644	BP5737	left supratrochlear nerve
FMA52655	BP5738	supra-orbital nerve
FMA52656	BP5739	right supra-orbital nerve
FMA52657	BP5740	left supra-orbital nerve
FMA52668	BP5741	nasociliary nerve
FMA52669	BP5742	right nasociliary nerve
FMA52670	BP5743	left nasociliary nerve
FMA52671	BP5719	branch of nasociliary nerve
FMA52672	BP5729	communicating branch of nasociliary nerve with ciliary ganglion
FMA52673	BP5730	communicating branch of right nasociliary nerve with right ciliary ganglion
FMA52674	BP5731	communicating branch of left nasociliary nerve with left ciliary ganglion
FMA52675	BP5732	anterior ethmoidal nerve
FMA52676	BP5733	right anterior ethmoidal nerve
FMA52677	BP5734	left anterior ethmoidal nerve
FMA52691	BP5720	long ciliary nerve
FMA52693	BP5726	infratrochlear nerve
FMA52698	BP5727	right infratrochlear nerve
FMA52699	BP5728	left infratrochlear nerve
FMA52714	BP5723	posterior ethmoidal nerve
FMA52715	BP5725	right posterior ethmoidal nerve
FMA52716	BP5724	left posterior ethmoidal nerve
FMA52734	BP8209	frontal bone
FMA52735	BP9177	occipital bone
FMA52736	BP8498	sphenoid bone
FMA52737	BP7992	temporal bone
FMA52738	BP8875	right temporal bone
FMA52739	BP7991	left temporal bone
FMA52740	BP8991	ethmoid
FMA52741	BP8104	lacrimal bone
FMA52745	BP8559	nasal bone
FMA52746	BP7931	palatine bone
FMA52747	BP8496	zygomatic bone
FMA52748	BP8107	mandible
FMA52749	BP8836	hyoid bone
FMA52781	BP9255	external ear
FMA52788	BP9057	right parietal bone
FMA52789	BP9209	left parietal bone
FMA52892	BP8777	right zygomatic bone
FMA52893	BP8495	left zygomatic bone
FMA53549	BP5703	right ciliary ganglion
FMA53550	BP5704	left ciliary ganglion
FMA53645	BP8741	right lacrimal bone
FMA53646	BP8103	left lacrimal bone
FMA53647	BP9060	right nasal bone
FMA53648	BP8558	left nasal bone
FMA53649	BP8309	right maxilla
FMA53650	BP9046	left maxilla
FMA53655	BP8406	right palatine bone
FMA53656	BP7930	left palatine bone
FMA53667	BP8352	hair
FMA54158	BP6510	tendon of levator palpebrae superioris
FMA54159	BP6511	tendon of right levator palpebrae superioris
FMA54237	BP8954	eyebrow
FMA54241	BP8565	hair of head
FMA54250	BP8351	hair of trunk
FMA54319	BP8350	pubic hair
FMA54393	BP7965	subdivision of face
FMA54640	BP9090	tongue
FMA54736	BP8414	inferior nasal concha
FMA54737	BP8413	right inferior nasal concha
FMA54738	BP9034	left inferior nasal concha
FMA54839	BP8265	interosseous membrane
FMA54877	BP9265	subdivision of pharynx
FMA54921	BP9141	extrinsic ligament of larynx
FMA55053	BP9264	subdivision of laryngopharynx
FMA55077	BP8947	pharyngeal raphe
FMA55093	BP9148	submandibular gland
FMA55099	BP7901	thyroid cartilage
FMA55107	BP7814	cartilage organ
FMA55108	BP7902	laryngeal cartilage
FMA55109	BP8315	arytenoid cartilage
FMA55110	BP8098	corniculate cartilage
FMA55111	BP8765	cuneiform cartilage
FMA55113	BP9249	right arytenoid cartilage
FMA55114	BP8314	left arytenoid cartilage
FMA55115	BP8670	right corniculate cartilage
FMA55116	BP8097	left corniculate cartilage
FMA55117	BP9068	right cuneiform cartilage
FMA55118	BP8764	left cuneiform cartilage
FMA55130	BP9263	epiglottis
FMA55131	BP8294	ligament of larynx
FMA55132	BP8305	thyrohyoid membrane
FMA55133	BP8304	right thyrohyoid membrane
FMA55134	BP8736	left thyrohyoid membrane
FMA55135	BP8166	thyrohyoid ligament
FMA55138	BP8311	median thyrohyoid ligament
FMA55139	BP8165	lateral thyrohyoid ligament
FMA55140	BP8164	right lateral thyrohyoid ligament
FMA55141	BP8424	left lateral thyrohyoid ligament
FMA55226	BP7803	intrinsic muscle of larynx
FMA55227	BP9140	hyo-epiglottic ligament
FMA55230	BP8292	thyro-epiglottic ligament
FMA55233	BP8582	cricothyroid ligament
FMA55237	BP8581	median cricothyroid ligament
FMA55244	BP8189	vocal ligament
FMA55245	BP9026	right vocal ligament
FMA55246	BP8188	left vocal ligament
FMA55250	BP8426	conus elasticus
FMA55251	BP8425	right conus elasticus
FMA55252	BP8870	left conus elasticus
FMA55268	BP7795	organ zone
FMA55618	BP8236	pterygomandibular raphe
FMA55619	BP8688	right pterygomandibular raphe
FMA55620	BP8235	left pterygomandibular raphe
FMA55636	BP5476	canine tooth
FMA55637	BP5463	premolar tooth
FMA55638	BP5448	molar tooth
FMA55652	BP8042	anatomical set
FMA55661	BP8385	parenchymatous organ
FMA55662	BP8384	lobular organ
FMA55663	BP8805	corticomedullary organ
FMA55665	BP7789	nonparenchymatous organ
FMA55670	BP7790	solid organ
FMA55671	BP7755	cavitated organ
FMA55672	BP7927	organ with organ cavity
FMA55673	BP7754	organ with cavitated organ parts
FMA55676	BP5661	segment of brain
FMA55677	BP8339	hollow tree organ
FMA55680	BP7747	right upper lateral secondary incisor tooth
FMA55681	BP7683	right upper central secondary incisor tooth
FMA55682	BP5440	left upper central secondary incisor tooth
FMA55683	BP5438	left upper lateral secondary incisor tooth
FMA55686	BP5479	right lower secondary canine tooth
FMA55687	BP5480	left lower secondary canine tooth
FMA55688	BP7682	right upper second secondary premolar tooth
FMA55689	BP7681	right upper first secondary premolar tooth
FMA55690	BP5468	left upper first secondary premolar tooth
FMA55691	BP5466	left upper second secondary premolar tooth
FMA55692	BP5475	left lower second secondary premolar tooth
FMA55693	BP5472	left lower first secondary premolar tooth
FMA55694	BP5471	right lower first secondary premolar tooth
FMA55695	BP5474	right lower second secondary premolar tooth
FMA55697	BP5452	right upper second secondary molar tooth
FMA55698	BP7680	right upper first secondary molar tooth
FMA55699	BP5455	left upper first secondary molar tooth
FMA55700	BP5453	left upper second secondary molar tooth
FMA55703	BP5459	left lower second secondary molar tooth
FMA55704	BP5462	left lower first secondary molar tooth
FMA55705	BP5461	right lower first secondary molar tooth
FMA55706	BP5458	right lower second secondary molar tooth
FMA55712	BP5436	upper secondary incisor tooth
FMA55713	BP5441	lower secondary incisor tooth
FMA55714	BP5481	upper secondary canine tooth
FMA55715	BP5478	lower secondary canine tooth
FMA55716	BP5464	upper secondary premolar tooth
FMA55717	BP5469	lower secondary premolar tooth
FMA55720	BP5450	upper secondary molar tooth
FMA55721	BP5456	lower secondary molar tooth
FMA55722	BP5439	upper central secondary incisor tooth
FMA55723	BP5445	lower central secondary incisor tooth
FMA55724	BP5437	upper lateral secondary incisor tooth
FMA55725	BP5442	lower lateral secondary incisor tooth
FMA55798	BP7684	right upper secondary canine tooth
FMA55799	BP5482	left upper secondary canine tooth
FMA55801	BP5467	upper first secondary premolar tooth
FMA55802	BP5465	upper second secondary premolar tooth
FMA55803	BP5470	lower first secondary premolar tooth
FMA55804	BP5473	lower second secondary premolar tooth
FMA55811	BP5454	upper first secondary molar tooth
FMA55812	BP5451	upper second secondary molar tooth
FMA55814	BP5460	lower first secondary molar tooth
FMA55815	BP5457	lower second secondary molar tooth
FMA57140	BP5443	right lower lateral secondary incisor tooth
FMA57141	BP5444	left lower lateral secondary incisor tooth
FMA57142	BP5446	right lower central secondary incisor tooth
FMA57143	BP5447	left lower central secondary incisor tooth
FMA57965	BP8862	zone of investing fascia
FMA58071	BP6490	chamber of eyeball
FMA58078	BP6491	anterior chamber of eyeball
FMA58081	BP6492	anterior chamber of right eyeball
FMA58082	BP6493	anterior chamber of left eyeball
FMA58101	BP6516	layer of wall of eyeball
FMA58102	BP6517	fibrous layer of eyeball
FMA58235	BP5518	iris
FMA58236	BP5519	right iris
FMA58237	BP5520	left iris
FMA58238	BP6521	cornea
FMA58239	BP6522	right cornea
FMA58240	BP6523	left cornea
FMA58241	BP6528	lens
FMA58242	BP6530	right lens
FMA58243	BP6529	left lens
FMA58245	BP5764	lacrimal canaliculus
FMA58269	BP6518	sclera
FMA58271	BP6519	right sclera
FMA58272	BP6520	left sclera
FMA58274	BP8021	muscle of trunk
FMA58298	BP5521	choroid
FMA58299	BP5522	right choroid
FMA58300	BP5523	left choroid
FMA58420	BP8860	zone of investing fascia of free lower limb
FMA58421	BP8861	zone of investing fascia of lower limb
FMA58431	BP5503	corona ciliaris
FMA58479	BP5502	region of ciliary body
FMA58483	BP5504	right corona ciliaris
FMA58484	BP5505	left corona ciliaris
FMA58599	BP5498	region of retina
FMA58604	BP5499	optic part of retina
FMA58607	BP5500	optic part of right retina
FMA58608	BP5501	optic part of left retina
FMA58741	BP8859	zone of investing fascia of thigh
FMA58775	BP8858	zone of fascia lata
FMA58776	BP5628	right iliotibial tract
FMA58777	BP8856	left iliotibial tract
FMA58817	BP9257	subdivision of head proper
FMA58827	BP5489	vitreous body
FMA58828	BP5490	right vitreous body
FMA58829	BP5491	left vitreous body
FMA58838	BP6486	suspensory ligament of lens
FMA58839	BP6488	suspensory ligament of right lens
FMA58840	BP6487	suspensory ligament of left lens
FMA59086	BP4637	tarsal plate of eyelid
FMA59087	BP4638	tarsal plate of upper eyelid
FMA59088	BP4641	tarsal plate of lower eyelid
FMA59089	BP4642	tarsal plate of right lower eyelid
FMA59090	BP4643	tarsal plate of left lower eyelid
FMA59091	BP4639	tarsal plate of right upper eyelid
FMA59092	BP4640	tarsal plate of left upper eyelid
FMA59101	BP4632	lacrimal gland
FMA59102	BP4633	right lacrimal gland
FMA59103	BP4634	left lacrimal gland
FMA59402	BP6674	lacrimal lake
FMA59502	BP8198	nasal cartilage
FMA59503	BP8657	septal nasal cartilage
FMA59504	BP8232	major alar cartilage
FMA59505	BP8269	right major alar cartilage
FMA59506	BP8231	left major alar cartilage
FMA59511	BP8197	lateral nasal cartilage
FMA59512	BP8196	right lateral nasal cartilage
FMA59513	BP8535	left lateral nasal cartilage
FMA59541	BP6675	right lacrimal lake
FMA59542	BP6676	left lacrimal lake
FMA59545	BP5762	right lacrimal sac
FMA59546	BP5763	left lacrimal sac
FMA59555	BP5759	right nasolacrimal duct
FMA59556	BP5760	left nasolacrimal duct
FMA59582	BP5766	right lacrimal canaliculus
FMA59583	BP5765	left lacrimal canaliculus
FMA59762	BP5632	gingiva
FMA59763	BP5633	gingiva of upper jaw
FMA59764	BP5634	gingiva of lower jaw
FMA59788	BP8382	major salivary gland
FMA59791	BP8381	sublingual gland
FMA59802	BP9147	right submandibular gland
FMA59803	BP9232	left submandibular gland
FMA59804	BP8380	right sublingual gland
FMA59805	BP8714	left sublingual gland
FMA59816	BP7963	lip
FMA61284	BP4692	neural tree organ
FMA61708	BP9256	subdivision of auriculotemporal part of head
FMA61775	BP7759	physical anatomical entity
FMA61815	BP5694	cardinal segment of brain
FMA61820	BP5664	segment of cerebral hemisphere
FMA61823	BP5665	lobe of cerebral hemisphere
FMA61833	BP6593	caudate nucleus
FMA61834	BP6591	putamen
FMA61835	BP6592	globus pallidus
FMA61841	BP6585	amygdala
FMA61842	BP6580	septum of telencephalon
FMA61857	BP5672	superior frontal gyrus
FMA61859	BP5677	middle frontal gyrus
FMA61860	BP5679	inferior frontal gyrus
FMA61894	BP5673	precentral gyrus
FMA61896	BP5669	postcentral gyrus
FMA61897	BP5671	supramarginal gyrus
FMA61898	BP5681	angular gyrus
FMA61899	BP5687	superior parietal lobule
FMA61906	BP5676	middle temporal gyrus
FMA61907	BP5678	inferior temporal gyrus
FMA61908	BP5680	fusiform gyrus
FMA61918	BP5674	parahippocampal gyrus
FMA61934	BP5507	choroid plexus of cerebral hemisphere
FMA61950	BP6575	internal capsule
FMA61961	BP6578	anterior commissure
FMA61965	BP6566	fornix of forebrain
FMA61970	BP6551	commissure of fornix of forebrain
FMA61974	BP6563	stria terminalis
FMA61975	BP6558	lamina terminalis
FMA61993	BP5695	midbrain
FMA61996	BP5662	segment of forebrain
FMA61997	BP5688	segment of midbrain
FMA61998	BP5692	segment of hindbrain
FMA62004	BP5693	medulla oblongata
FMA62007	BP6495	thalamus
FMA62008	BP6496	hypothalamus
FMA62032	BP6549	habenula
FMA62033	BP5525	pineal body
FMA62045	BP5710	optic chiasm
FMA62046	BP5706	optic tract
FMA62072	BP6553	posterior commissure
FMA62080	BP6564	stria medullaris of thalamus
FMA62209	BP6590	lateral geniculate body
FMA62211	BP9166	medial geniculate body
FMA62327	BP6548	tuber cinereum
FMA62374	BP5663	segment of telencephalon
FMA62382	BP10467	right optic tract
FMA62394	BP6560	peduncle of midbrain
FMA62398	BP5689	segment of midbrain tectum
FMA62403	BP5690	superior colliculus
FMA62404	BP5691	inferior colliculus
FMA62434	BP5670	cingulate gyrus
FMA62445	BP6552	commissure of diencephalon
FMA62466	BP6574	capsule of cerebral hemisphere
FMA62493	BP5509	hippocampus
FMA62504	BP5980	tributary of deep palmar venous arch
FMA62506	BP6662	dorsal venous network of right hand
FMA62507	BP6661	dorsal venous network of left hand
FMA62512	BP9087	trunk of systemic vein
FMA62514	BP6584	basal ganglion of telencephalon
FMA62955	BP7760	anatomical entity
FMA63103	BP8172	pancreatic duct tree
FMA63120	BP9199	parenchyma of pancreas
FMA63812	BP8126	set of arteries
FMA63814	BP6655	set of veins
FMA63822	BP6654	posterior intercostal arteries
FMA64796	BP9013	region of serous membrane
FMA64822	BP4907	superficial muscle of neck
FMA64829	BP4873	scalene muscle
FMA64875	BP4704	anterior suboccipital muscle
FMA64916	BP8598	thenar muscle
FMA64917	BP8206	hypothenar muscle
FMA64922	BP7989	gluteal muscle
FMA64989	BP9091	heterogeneous cluster
FMA64990	BP6537	organ part cluster
FMA65004	BP8821	superficial muscle of posterior compartment of leg
FMA65008	BP7951	deep muscle of posterior compartment of leg
FMA65014	BP5008	right flexor hallucis longus
FMA65015	BP7949	left flexor hallucis longus
FMA65016	BP5010	right flexor digitorum longus
FMA65017	BP8888	left flexor digitorum longus
FMA65018	BP5004	right tibialis posterior
FMA65019	BP9159	left tibialis posterior
FMA65020	BP8068	intrinsic muscle of foot
FMA65045	BP8120	intrinsic muscle of dorsum of foot
FMA65046	BP8067	intrinsic muscle of plantar part of foot
FMA65132	BP5711	nerve
FMA65198	BP5556	superficial head of right flexor pollicis brevis
FMA65199	BP8722	superficial head of left flexor pollicis brevis
FMA65410	BP6513	intermediate tendon
FMA65470	BP7897	proximal phalanx of left thumb
FMA65539	BP6621	subdivision of parasympathetic nervous system
FMA65551	BP6620	subdivisionof autonomic nervous system
FMA66241	BP6137	first posterior intercostal artery
FMA66242	BP6139	right first posterior intercostal artery
FMA66243	BP6138	left first posterior intercostal artery
FMA66267	BP10560	variant systemic artery
FMA66320	BP6240	thoracodorsal artery
FMA66321	BP6241	right thoracodorsal artery
FMA66322	BP6242	left thoracodorsal artery
FMA66326	BP7888	pulmonary artery
FMA66327	BP7764	branch of right coronary artery
FMA66328	BP8006	branch of left coronary artery
FMA66332	BP7838	zone of artery
FMA66358	BP10592	trunk of superior mesenteric artery
FMA66362	BP10628	trunk of renal artery
FMA66363	BP10632	trunk of right renal artery
FMA66364	BP10627	trunk of left renal artery
FMA66403	BP8171	anterior interventricular vein
FMA66464	BP7766	systemic artery
FMA66562	BP6423	trunk of thoraco-acromial artery
FMA66563	BP6424	trunk of right thoraco-acromial artery
FMA66564	BP6425	trunk of left thoraco-acromial artery
FMA66643	BP7842	pulmonary vein
FMA66644	BP7985	systemic vein
FMA66645	BP7911	portal vein
FMA66791	BP8710	proximal phalanx of left little finger
FMA67112	BP8239	immaterial anatomical entity
FMA67135	BP7757	anatomical structure
FMA67165	BP7758	material anatomical entity
FMA67242	BP9171	gray matter of neuraxis
FMA67325	BP5666	occipital lobe
FMA67329	BP5667	insula
FMA67396	BP7813	articular disk of symphysis
FMA67498	BP7756	organ
FMA67504	BP7967	subdivision of cardinal body part
FMA67536	BP8356	cardinal tissue part
FMA67538	BP8355	subdivision of epithelium
FMA67552	BP8681	anatomical cavity
FMA67598	BP8546	leaf of cardiac valve
FMA67601	BP7866	process of organ
FMA67619	BP7771	organ region
FMA67936	BP10451	left optic tract
FMA67942	BP6544	segment of metencephalon
FMA67943	BP6545	pons
FMA67944	BP5696	cerebellum
FMA67950	BP6562	stria of telencephalon
FMA67951	BP6557	lamina of cerebral hemisphere
FMA67957	BP5682	segment of gyrus of cerebral hemisphere
FMA67977	BP6660	dorsal venous network of hand
FMA68045	BP10323	segment of thoracic aorta
FMA68068	BP10580	inferior phrenic vein
FMA68109	BP6095	bronchial artery
FMA68192	BP8622	lobar artery
FMA68197	BP8620	right upper lobar artery
FMA68208	BP7922	pulmonary segment of bronchial tree
FMA68211	BP8086	right apical segmental bronchial tree
FMA68212	BP7982	right anterior segmental bronchial tree
FMA68213	BP8644	right posterior segmental bronchial tree
FMA68214	BP8364	medial segmental bronchial tree
FMA68215	BP7978	lateral segmental bronchial tree
FMA68216	BP7994	right superior segmental bronchial tree
FMA68218	BP7932	right medial basal segmental bronchial tree
FMA68219	BP8012	anterior basal segmental bronchial tree
FMA68220	BP8090	right lateral basal segmental bronchial tree
FMA68221	BP7919	right posterior basal segmental bronchial tree
FMA68222	BP7924	left anterior segmental bronchial tree
FMA68223	BP8229	left apical segmental bronchial tree
FMA68225	BP8694	left posterior segmental bronchial tree
FMA68226	BP8806	superior lingular bronchial tree
FMA68227	BP9109	inferior lingular bronchial tree
FMA68228	BP8416	left superior segmental bronchial tree
FMA68229	BP7920	posterior basal segmental bronchial tree
FMA68230	BP8759	left medial basal segmental bronchial tree
FMA68231	BP8011	left anterior basal segmental bronchial tree
FMA68232	BP9045	left lateral basal segmental bronchial tree
FMA68233	BP8584	left posterior basal segmental bronchial tree
FMA68234	BP8087	apical segmental bronchial tree
FMA68235	BP7925	anterior segmental bronchial tree
FMA68236	BP8645	posterior segmental bronchial tree
FMA68237	BP7995	superior segmental bronchial tree
FMA68238	BP7921	basal segmental bronchial tree
FMA68320	BP7933	medial basal segmental bronchial tree
FMA68321	BP8250	right anterior basal segmental bronchial tree
FMA68322	BP8091	lateral basal segmental bronchial tree
FMA68418	BP8732	right main bronchus proper
FMA68661	BP8256	apical part of apical segmental artery
FMA68662	BP8255	apical part of right apical segmental artery
FMA68664	BP8200	anterior part of apical segmental artery
FMA68665	BP8199	anterior part of right apical segmental artery
FMA68667	BP8201	subsegmental part of apical segmental artery
FMA68668	BP7891	subsegmental part of posterior segmental artery
FMA68669	BP7997	apical part of posterior segmental artery
FMA68670	BP7996	apical part of right posterior segmental artery
FMA68672	BP7890	posterior part of posterior segmental artery
FMA68673	BP7889	posterior part of right posterior segmental artery
FMA68675	BP8393	subsegmental part of anterior segmental artery
FMA68676	BP8519	posterior part of anterior segmental artery
FMA68677	BP8518	posterior branch of right anterior segmental artery
FMA68682	BP8392	anterior branch of anterior segmental artery
FMA68683	BP8391	anterior branch of right anterior segmental artery
FMA68689	BP7904	subsegmental part of lateral segmental artery
FMA68690	BP8150	posterior branch of lateral segmental artery
FMA68691	BP7903	anterior branch of lateral segmental artery
FMA68692	BP7999	subsegmental part of medial segmental artery
FMA68693	BP8359	superior branch of medial segmental artery
FMA68694	BP7998	inferior branch of medial segmental artery
FMA68704	BP8443	medial branch of superior segmental artery
FMA68705	BP8072	subsegmental part of superior segmental artery
FMA68706	BP8442	medial branch of right superior segmental artery
FMA68708	BP8411	superior branch of superior segmental artery
FMA68709	BP8410	superior branch of right superior segmental artery
FMA68711	BP8071	lateral branch of superior segmental artery
FMA68712	BP8070	lateral branch of right superior segmental artery
FMA68720	BP8432	subsegmental part of anterior basal segmental artery
FMA68721	BP8745	lateral branch of anterior basal segmental artery
FMA68722	BP8431	basal branch of anterior basal segmental artery
FMA68723	BP8430	basal branch of right anterior basal segmental artery
FMA68725	BP8744	lateral branch of right anterior basal segmental artery
FMA68727	BP8093	subsegmental part of lateral basal segmental artery
FMA68728	BP8092	lateral branch of right lateral basal segmental artery
FMA68733	BP8112	subsegmental part of posterior basal segmental artery
FMA68734	BP9226	accessory subsuperior branch of posterior basal segmental artery
FMA68735	BP9225	accessory subsuperior branch of right posterior basal segmental artery
FMA68737	BP8170	laterobasal branch of posterior basal segmental artery
FMA68738	BP8169	laterobasal branch of right posterior basal segmental artery
FMA68740	BP8111	mediobasal branch of posterior basal segmental artery
FMA68741	BP8110	mediobasal branch of right posterior basal segmental artery
FMA68878	BP8137	trunk of segmental pulmonary vein
FMA68879	BP8136	trunk of apical segmental vein
FMA68880	BP8135	trunk of right apical segmental vein
FMA68919	BP8326	apical part of apical segmental vein
FMA68920	BP8642	anterior part of apical segmental vein
FMA68921	BP8641	anterior part of right apical segmental vein
FMA68926	BP8277	superior part of right anterior segmental vein
FMA68928	BP9179	inferior part of right anterior segmental vein
FMA68944	BP8148	posterior part of lateral segmental vein
FMA68945	BP8453	anterior part of lateral segmental vein
FMA68982	BP7839	superior part of medial segmental vein
FMA68983	BP8634	inferior part of medial segmental vein
FMA69264	BP10320	inferior suprarenal artery
FMA69265	BP10358	right inferior suprarenal artery
FMA69266	BP10319	left inferior suprarenal artery
FMA69418	BP6432	trunk of branch of popliteal artery
FMA69458	BP10264	subdivision of external iliac artery
FMA69459	BP6033	subdivision of deep femoral artery
FMA69476	BP6047	subdivision of anterior tibial artery
FMA69490	BP6051	right lateral tarsal artery
FMA69491	BP6052	left lateral tarsal artery
FMA69494	BP6054	right arcuate artery
FMA69495	BP6055	left arcuate artery
FMA69513	BP6011	deep plantar artery
FMA69514	BP6012	right deep plantar artery
FMA69515	BP6013	left deep plantar artery
FMA69517	BP6439	distal perforating artery
FMA69559	BP6009	zone of trunk of lateral plantar artery
FMA69713	BP6048	digital artery of foot
FMA69784	BP6433	branch of posterior tibial artery
FMA69796	BP10303	subdivision of internal iliac artery
FMA69803	BP10302	subdivision of anterior division of internal iliac artery
FMA69805	BP10301	subdivision of internal pudendal artery
FMA70247	BP10342	subdivision of external iliac artery proper
FMA70248	BP6080	femoral artery
FMA70249	BP6081	right femoral artery
FMA70250	BP6082	left femoral artery
FMA70251	BP10263	subdivision of femoral artery
FMA70345	BP7800	subdivision of subclavian artery
FMA70353	BP6199	subdivision of thyrocervical artery
FMA70358	BP6216	subdivision of internal thoracic artery
FMA70399	BP6327	subdivision of costocervical artery
FMA70408	BP6317	subdivision of thoraco-acromial artery
FMA70422	BP6239	subdivision of subscapular artery
FMA70429	BP7857	subdivision of celiac artery
FMA70433	BP7856	subdivision of common hepatic artery
FMA70436	BP10576	subdivision of gastroduodenal artery
FMA70437	BP10575	superior pancreaticoduodenal artery
FMA70439	BP8505	subdivision of right hepatic artery
FMA70440	BP7853	subdivision of left hepatic artery
FMA70442	BP9163	anterior superior segmental hepatic artery
FMA70443	BP8869	anterior inferior segmental hepatic artery
FMA70445	BP8503	posterior superior segmental hepatic artery
FMA70446	BP8896	posterior inferior segmental hepatic artery
FMA70447	BP6172	caudate lobe branch of right hepatic artery
FMA70449	BP8099	medial superior segmental hepatic artery
FMA70450	BP8177	medial inferior segmental hepatic artery
FMA70452	BP7851	lateral superior segmental hepatic artery
FMA70453	BP8814	lateral inferior segmental hepatic artery
FMA70455	BP9178	caudate lobe branch of left hepatic artery
FMA70456	BP8942	trunk of right hepatic artery
FMA70457	BP8671	trunk of left hepatic artery
FMA70470	BP10583	subdivision of splenic artery
FMA70471	BP10582	pancreatic artery
FMA70478	BP10287	subdivision of superior mesenteric artery
FMA70479	BP10570	anterior inferior pancreaticoduodenal artery
FMA70480	BP10587	posterior inferior pancreaticoduodenal artery
FMA70481	BP10571	subdivision of inferior pancreaticoduodenal artery
FMA70483	BP10245	subdivision of inferior mesenteric artery
FMA70484	BP10260	segment of renal artery
FMA70485	BP10275	anterior division of renal artery
FMA70486	BP10290	anterior division of right renal artery
FMA70487	BP10274	anterior division of left renal artery
FMA70488	BP10259	posterior division of renal artery
FMA70489	BP10258	posterior division of right renal artery
FMA70490	BP10270	posterior division of left renal artery
FMA70491	BP10557	ureteric segment of renal artery
FMA70492	BP10556	ureteric segment of right renal artery
FMA70493	BP10616	ureteric segment of left renal artery
FMA70494	BP7667	segmental renal artery
FMA70499	BP7666	superior segmental renal artery
FMA70502	BP7669	inferior segmental renal artery
FMA70503	BP7671	posterior segmental renal artery
FMA70504	BP7780	subdivision of common carotid artery
FMA70506	BP7779	subdivision of internal carotid artery
FMA70523	BP7778	subdivision of cerebral part of internal carotid artery
FMA70593	BP8354	subdivision of epidermis
FMA70676	BP5683	subdivision of superior temporal gyrus
FMA70701	BP5685	anterior part of superior temporal gyrus
FMA70703	BP5684	posterior part of superior temporal gyrus
FMA70741	BP8955	set of facial hairs
FMA70752	BP8956	set of hairs
FMA70779	BP8041	set of organs
FMA70800	BP6651	set of dorsal metacarpal arteries
FMA70801	BP6647	set of dorsal digital arteries
FMA70815	BP6650	set of perforating arteries
FMA70821	BP6652	set of common plantar digital arteries
FMA70839	BP6659	set of anterior intercostal veins
FMA70917	BP6656	set of dorsal digital veins
FMA70919	BP6657	set of plantar digital veins
FMA70922	BP6658	set of perforating veins
FMA71012	BP8353	skin appendage
FMA71114	BP6571	brachium of inferior colliculus
FMA71193	BP8667	lobe of thymus
FMA71194	BP9220	right lobe of thymus
FMA71195	BP8666	left lobe of thymus
FMA71209	BP5911	tributary of axillary vein
FMA71210	BP5915	lateral thoracic vein
FMA71211	BP5916	right lateral thoracic vein
FMA71212	BP5917	left lateral thoracic vein
FMA71213	BP5936	thoracodorsal vein
FMA71214	BP5937	right thoracodorsal vein
FMA71215	BP5938	left thoracodorsal vein
FMA71235	BP5494	region of dura mater
FMA71307	BP8370	set of interspinales lumborum
