parent id	parent name	child id	child name
FMA66464	systemic artery	FMA14734	inferior phrenic artery
FMA66464	systemic artery	FMA14735	lumbar artery
FMA66464	systemic artery	FMA14749	superior mesenteric artery
FMA66464	systemic artery	FMA14750	inferior mesenteric artery
FMA66464	systemic artery	FMA14751	renal artery
FMA66464	systemic artery	FMA14754	middle suprarenal artery
FMA66464	systemic artery	FMA14758	testicular artery
FMA66464	systemic artery	FMA14764	common iliac artery
FMA66464	systemic artery	FMA18805	external iliac artery
FMA66464	systemic artery	FMA18808	internal iliac artery
FMA66464	systemic artery	FMA22535	superior genicular artery
FMA66464	systemic artery	FMA22536	middle genicular artery
FMA66464	systemic artery	FMA22537	inferior genicular artery
FMA66464	systemic artery	FMA22842	branch of arterial anastomosis
FMA66464	systemic artery	FMA49893	coronary artery
FMA66464	systemic artery	FMA50737	celiac artery
FMA66464	systemic artery	FMA51886	branch of cerebral arterial circle
FMA66464	systemic artery	FMA68109	bronchial artery
FMA66464	systemic artery	FMA69458	subdivision of external iliac artery
FMA66464	systemic artery	FMA69796	subdivision of internal iliac artery
FMA66464	systemic artery	FMA70345	subdivision of subclavian artery
FMA66464	systemic artery	FMA70429	subdivision of celiac artery
FMA66464	systemic artery	FMA70478	subdivision of superior mesenteric artery
FMA66464	systemic artery	FMA70483	subdivision of inferior mesenteric artery
FMA66464	systemic artery	FMA70484	segment of renal artery
FMA66464	systemic artery	FMA70504	subdivision of common carotid artery
FMA66562	trunk of thoraco-acromial artery	FMA66563	trunk of right thoraco-acromial artery
FMA66562	trunk of thoraco-acromial artery	FMA66564	trunk of left thoraco-acromial artery
FMA66643	pulmonary vein	FMA9411	segmental pulmonary vein
FMA66643	pulmonary vein	FMA9413	subsegmental pulmonary vein
FMA66644	systemic vein	FMA12846	cardiac vein
FMA66644	systemic vein	FMA78048	subdivision of superior vena caval tree
FMA66644	systemic vein	FMA78049	subdivision of inferior vena caval tree
FMA66645	portal vein	FMA50735	hepatic portal vein
FMA66645	portal vein	FMA50736	subdivision of pre-hepatic portal vein
FMA66645	portal vein	FMA71903	subdivision of hepatic portal vein
FMA66645	portal vein	FMA71904	pre-hepatic portal vein
FMA67112	immaterial anatomical entity	FMA5897	anatomical space
FMA67112	immaterial anatomical entity	FMA50705	anatomical boundary entity
FMA67135	anatomical structure	FMA9637	portion of tissue
FMA67135	anatomical structure	FMA49443	anatomical cluster
FMA67135	anatomical structure	FMA67498	organ
FMA67135	anatomical structure	FMA67504	subdivision of cardinal body part
FMA67135	anatomical structure	FMA67536	cardinal tissue part
FMA67135	anatomical structure	FMA82472	cardinal organ part
FMA67165	material anatomical entity	FMA55652	anatomical set
FMA67165	material anatomical entity	FMA67135	anatomical structure
FMA67242	gray matter of neuraxis	FMA83912	gray matter of diencephalon
FMA67242	gray matter of neuraxis	FMA223151	internal gray matter component
FMA67325	occipital lobe	FMA72975	right occipital lobe
FMA67325	occipital lobe	FMA72976	left occipital lobe
FMA67329	insula	FMA72977	right insula
FMA67329	insula	FMA72978	left insula
FMA67396	articular disk of symphysis	FMA10446	intervertebral disk
FMA67498	organ	FMA55670	solid organ
FMA67498	organ	FMA55671	cavitated organ
FMA67504	subdivision of cardinal body part	FMA24218	subdivision of head
FMA67536	cardinal tissue part	FMA67538	subdivision of epithelium
FMA67538	subdivision of epithelium	FMA70593	subdivision of epidermis
FMA67552	anatomical cavity	FMA9337	organ cavity subdivision
FMA67552	anatomical cavity	FMA24034	cavity of organ part
FMA67598	leaf of cardiac valve	FMA7237	leaflet of tricuspid valve
FMA67598	leaf of cardiac valve	FMA7241	leaflet of mitral valve
FMA67601	process of organ	FMA7488	xiphoid process
FMA67619	organ region	FMA55268	organ zone
FMA67619	organ region	FMA86140	organ segment
FMA67942	segment of metencephalon	FMA67943	pons
FMA67950	stria of telencephalon	FMA61974	stria terminalis
FMA67951	lamina of cerebral hemisphere	FMA61975	lamina terminalis
FMA67957	segment of gyrus of cerebral hemisphere	FMA70676	subdivision of superior temporal gyrus
FMA67977	dorsal venous network of hand	FMA62506	dorsal venous network of right hand
FMA67977	dorsal venous network of hand	FMA62507	dorsal venous network of left hand
FMA68045	segment of thoracic aorta	FMA3736	ascending aorta
FMA68045	segment of thoracic aorta	FMA3768	arch of aorta
FMA68045	segment of thoracic aorta	FMA87217	descending thoracic aorta
FMA68192	lobar artery	FMA8702	upper lobar artery
FMA68208	pulmonary segment of bronchial tree	FMA68214	medial segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68215	lateral segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68226	superior lingular bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68227	inferior lingular bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68234	apical segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68235	anterior segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68236	posterior segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68237	superior segmental bronchial tree
FMA68208	pulmonary segment of bronchial tree	FMA68238	basal segmental bronchial tree
FMA68219	anterior basal segmental bronchial tree	FMA68231	left anterior basal segmental bronchial tree
FMA68219	anterior basal segmental bronchial tree	FMA68321	right anterior basal segmental bronchial tree
FMA68229	posterior basal segmental bronchial tree	FMA68221	right posterior basal segmental bronchial tree
FMA68229	posterior basal segmental bronchial tree	FMA68233	left posterior basal segmental bronchial tree
FMA68234	apical segmental bronchial tree	FMA68211	right apical segmental bronchial tree
FMA68234	apical segmental bronchial tree	FMA68223	left apical segmental bronchial tree
FMA68235	anterior segmental bronchial tree	FMA68212	right anterior segmental bronchial tree
FMA68235	anterior segmental bronchial tree	FMA68222	left anterior segmental bronchial tree
FMA68236	posterior segmental bronchial tree	FMA68213	right posterior segmental bronchial tree
FMA68236	posterior segmental bronchial tree	FMA68225	left posterior segmental bronchial tree
FMA68237	superior segmental bronchial tree	FMA68216	right superior segmental bronchial tree
FMA68237	superior segmental bronchial tree	FMA68228	left superior segmental bronchial tree
FMA68238	basal segmental bronchial tree	FMA68219	anterior basal segmental bronchial tree
FMA68238	basal segmental bronchial tree	FMA68229	posterior basal segmental bronchial tree
FMA68238	basal segmental bronchial tree	FMA68320	medial basal segmental bronchial tree
FMA68238	basal segmental bronchial tree	FMA68322	lateral basal segmental bronchial tree
FMA68320	medial basal segmental bronchial tree	FMA68218	right medial basal segmental bronchial tree
FMA68320	medial basal segmental bronchial tree	FMA68230	left medial basal segmental bronchial tree
FMA68322	lateral basal segmental bronchial tree	FMA68220	right lateral basal segmental bronchial tree
FMA68322	lateral basal segmental bronchial tree	FMA68232	left lateral basal segmental bronchial tree
FMA68661	apical part of apical segmental artery	FMA68662	apical part of right apical segmental artery
FMA68664	anterior part of apical segmental artery	FMA68665	anterior part of right apical segmental artery
FMA68667	subsegmental part of apical segmental artery	FMA68661	apical part of apical segmental artery
FMA68667	subsegmental part of apical segmental artery	FMA68664	anterior part of apical segmental artery
FMA68668	subsegmental part of posterior segmental artery	FMA68669	apical part of posterior segmental artery
FMA68668	subsegmental part of posterior segmental artery	FMA68672	posterior part of posterior segmental artery
FMA68669	apical part of posterior segmental artery	FMA68670	apical part of right posterior segmental artery
FMA68672	posterior part of posterior segmental artery	FMA68673	posterior part of right posterior segmental artery
FMA68675	subsegmental part of anterior segmental artery	FMA68676	posterior part of anterior segmental artery
FMA68675	subsegmental part of anterior segmental artery	FMA68682	anterior branch of anterior segmental artery
FMA68676	posterior part of anterior segmental artery	FMA68677	posterior branch of right anterior segmental artery
FMA68682	anterior branch of anterior segmental artery	FMA68683	anterior branch of right anterior segmental artery
FMA68689	subsegmental part of lateral segmental artery	FMA68690	posterior branch of lateral segmental artery
FMA68689	subsegmental part of lateral segmental artery	FMA68691	anterior branch of lateral segmental artery
FMA68692	subsegmental part of medial segmental artery	FMA68693	superior branch of medial segmental artery
FMA68692	subsegmental part of medial segmental artery	FMA68694	inferior branch of medial segmental artery
FMA68704	medial branch of superior segmental artery	FMA68706	medial branch of right superior segmental artery
FMA68705	subsegmental part of superior segmental artery	FMA68704	medial branch of superior segmental artery
FMA68705	subsegmental part of superior segmental artery	FMA68708	superior branch of superior segmental artery
FMA68705	subsegmental part of superior segmental artery	FMA68711	lateral branch of superior segmental artery
FMA68708	superior branch of superior segmental artery	FMA68709	superior branch of right superior segmental artery
FMA68711	lateral branch of superior segmental artery	FMA68712	lateral branch of right superior segmental artery
FMA68720	subsegmental part of anterior basal segmental artery	FMA68721	lateral branch of anterior basal segmental artery
FMA68720	subsegmental part of anterior basal segmental artery	FMA68722	basal branch of anterior basal segmental artery
FMA68721	lateral branch of anterior basal segmental artery	FMA68725	lateral branch of right anterior basal segmental artery
FMA68722	basal branch of anterior basal segmental artery	FMA68723	basal branch of right anterior basal segmental artery
FMA68727	subsegmental part of lateral basal segmental artery	FMA68728	lateral branch of right lateral basal segmental artery
FMA68733	subsegmental part of posterior basal segmental artery	FMA68734	accessory subsuperior branch of posterior basal segmental artery
FMA68733	subsegmental part of posterior basal segmental artery	FMA68737	laterobasal branch of posterior basal segmental artery
FMA68733	subsegmental part of posterior basal segmental artery	FMA68740	mediobasal branch of posterior basal segmental artery
FMA68734	accessory subsuperior branch of posterior basal segmental artery	FMA68735	accessory subsuperior branch of right posterior basal segmental artery
FMA68737	laterobasal branch of posterior basal segmental artery	FMA68738	laterobasal branch of right posterior basal segmental artery
FMA68740	mediobasal branch of posterior basal segmental artery	FMA68741	mediobasal branch of right posterior basal segmental artery
FMA68878	trunk of segmental pulmonary vein	FMA68879	trunk of apical segmental vein
FMA68879	trunk of apical segmental vein	FMA68880	trunk of right apical segmental vein
FMA68919	apical part of apical segmental vein	FMA8681	apical part of right apical segmental vein
FMA68920	anterior part of apical segmental vein	FMA68921	anterior part of right apical segmental vein
FMA69264	inferior suprarenal artery	FMA69265	right inferior suprarenal artery
FMA69264	inferior suprarenal artery	FMA69266	left inferior suprarenal artery
FMA69418	trunk of branch of popliteal artery	FMA69784	branch of posterior tibial artery
FMA69458	subdivision of external iliac artery	FMA43894	anterior tibial artery
FMA69458	subdivision of external iliac artery	FMA43895	posterior tibial artery
FMA69458	subdivision of external iliac artery	FMA43901	subdivision of posterior tibial artery
FMA69458	subdivision of external iliac artery	FMA69476	subdivision of anterior tibial artery
FMA69458	subdivision of external iliac artery	FMA70247	subdivision of external iliac artery proper
FMA69458	subdivision of external iliac artery	FMA70248	femoral artery
FMA69458	subdivision of external iliac artery	FMA70251	subdivision of femoral artery
FMA69458	subdivision of external iliac artery	FMA77155	popliteal artery
FMA69459	subdivision of deep femoral artery	FMA20798	lateral circumflex femoral artery
FMA69459	subdivision of deep femoral artery	FMA20803	branch of lateral circumflex femoral artery
FMA69459	subdivision of deep femoral artery	FMA22506	descending genicular artery
FMA69476	subdivision of anterior tibial artery	FMA43902	anterior tibial recurrent artery
FMA69476	subdivision of anterior tibial artery	FMA44594	arcuate artery
FMA69476	subdivision of anterior tibial artery	FMA44595	lateral tarsal artery
FMA69476	subdivision of anterior tibial artery	FMA69713	digital artery of foot
FMA69513	deep plantar artery	FMA69514	right deep plantar artery
FMA69513	deep plantar artery	FMA69515	left deep plantar artery
FMA69559	zone of trunk of lateral plantar artery	FMA43942	plantar arch
FMA69713	digital artery of foot	FMA44660	dorsal digital artery of foot
FMA69784	branch of posterior tibial artery	FMA43940	branch of lateral plantar artery
FMA69784	branch of posterior tibial artery	FMA43941	branch of medial plantar artery
FMA69796	subdivision of internal iliac artery	FMA69803	subdivision of anterior division of internal iliac artery
FMA69803	subdivision of anterior division of internal iliac artery	FMA69805	subdivision of internal pudendal artery
FMA69805	subdivision of internal pudendal artery	FMA19795	dorsal artery of penis
FMA70247	subdivision of external iliac artery proper	FMA20686	inferior epigastric artery
FMA70248	femoral artery	FMA70249	right femoral artery
FMA70248	femoral artery	FMA70250	left femoral artery
FMA70251	subdivision of femoral artery	FMA20734	superficial epigastric artery
FMA70251	subdivision of femoral artery	FMA69459	subdivision of deep femoral artery
FMA70345	subdivision of subclavian artery	FMA3956	vertebral artery
FMA70345	subdivision of subclavian artery	FMA3960	internal thoracic artery
FMA70345	subdivision of subclavian artery	FMA22674	lateral thoracic artery
FMA70345	subdivision of subclavian artery	FMA22677	subscapular artery
FMA70345	subdivision of subclavian artery	FMA22680	anterior circumflex humeral artery
FMA70345	subdivision of subclavian artery	FMA22684	posterior circumflex humeral artery
FMA70345	subdivision of subclavian artery	FMA22693	branch of brachial artery
FMA70345	subdivision of subclavian artery	FMA22730	radial artery
FMA70345	subdivision of subclavian artery	FMA22738	branch of radial artery
FMA70345	subdivision of subclavian artery	FMA22796	ulnar artery
FMA70345	subdivision of subclavian artery	FMA22799	branch of ulnar artery
FMA70345	subdivision of subclavian artery	FMA50542	basilar artery
FMA70345	subdivision of subclavian artery	FMA70353	subdivision of thyrocervical artery
FMA70345	subdivision of subclavian artery	FMA70358	subdivision of internal thoracic artery
FMA70345	subdivision of subclavian artery	FMA70399	subdivision of costocervical artery
FMA70345	subdivision of subclavian artery	FMA70408	subdivision of thoraco-acromial artery
FMA70345	subdivision of subclavian artery	FMA70422	subdivision of subscapular artery
FMA70345	subdivision of subclavian artery	FMA76259	branch of vertebral artery
FMA70345	subdivision of subclavian artery	FMA76269	branch of basilar artery
FMA70353	subdivision of thyrocervical artery	FMA10662	inferior thyroid artery
FMA70353	subdivision of thyrocervical artery	FMA10663	suprascapular artery
FMA70353	subdivision of thyrocervical artery	FMA10664	transverse cervical artery
FMA70353	subdivision of thyrocervical artery	FMA86020	subdivision of transverse cervical artery
FMA70358	subdivision of internal thoracic artery	FMA10645	musculophrenic artery
FMA70358	subdivision of internal thoracic artery	FMA10646	superior epigastric artery
FMA70399	subdivision of costocervical artery	FMA10659	deep cervical artery
FMA70399	subdivision of costocervical artery	FMA76998	supreme intercostal artery
FMA70408	subdivision of thoraco-acromial artery	FMA23062	pectoral branch of thoraco-acromial artery
FMA70408	subdivision of thoraco-acromial artery	FMA23065	acromial branch of thoraco-acromial artery
FMA70408	subdivision of thoraco-acromial artery	FMA23067	deltoid branch of thoraco-acromial artery
FMA70422	subdivision of subscapular artery	FMA23179	circumflex scapular artery
FMA70422	subdivision of subscapular artery	FMA66320	thoracodorsal artery
FMA70429	subdivision of celiac artery	FMA14768	left gastric artery
FMA70429	subdivision of celiac artery	FMA14771	common hepatic artery
FMA70429	subdivision of celiac artery	FMA14773	splenic artery
FMA70429	subdivision of celiac artery	FMA70433	subdivision of common hepatic artery
FMA70429	subdivision of celiac artery	FMA70470	subdivision of splenic artery
FMA70433	subdivision of common hepatic artery	FMA14772	hepatic artery proper
FMA70433	subdivision of common hepatic artery	FMA14837	subdivision of hepatic artery proper
FMA70433	subdivision of common hepatic artery	FMA70436	subdivision of gastroduodenal artery
FMA70436	subdivision of gastroduodenal artery	FMA14781	right gastro-epiploic artery
FMA70436	subdivision of gastroduodenal artery	FMA70437	superior pancreaticoduodenal artery
FMA70437	superior pancreaticoduodenal artery	FMA14782	anterior superior pancreaticoduodenal artery
FMA70437	superior pancreaticoduodenal artery	FMA14784	posterior superior pancreaticoduodenal artery
FMA70439	subdivision of right hepatic artery	FMA70447	caudate lobe branch of right hepatic artery
FMA70439	subdivision of right hepatic artery	FMA71708	right lobe branch of right hepatic artery
FMA70439	subdivision of right hepatic artery	FMA71709	subdivision of right lobe branch of right hepatic artery
FMA70440	subdivision of left hepatic artery	FMA70455	caudate lobe branch of left hepatic artery
FMA70440	subdivision of left hepatic artery	FMA71710	left lobe branch of left hepatic artery
FMA70440	subdivision of left hepatic artery	FMA71736	subdivision of left lobe branch of left hepatic artery
FMA70470	subdivision of splenic artery	FMA14796	left gastro-epiploic artery
FMA70470	subdivision of splenic artery	FMA70471	pancreatic artery
FMA70471	pancreatic artery	FMA14787	dorsal pancreatic artery
FMA70471	pancreatic artery	FMA14790	inferior pancreatic artery
FMA70471	pancreatic artery	FMA14792	great pancreatic artery
FMA70471	pancreatic artery	FMA14793	caudal pancreatic artery
FMA70478	subdivision of superior mesenteric artery	FMA14805	inferior pancreaticoduodenal artery
FMA70478	subdivision of superior mesenteric artery	FMA14809	ileal artery
FMA70478	subdivision of superior mesenteric artery	FMA14810	middle colic artery
FMA70478	subdivision of superior mesenteric artery	FMA14811	right colic artery
FMA70478	subdivision of superior mesenteric artery	FMA14815	ileocolic artery
FMA70478	subdivision of superior mesenteric artery	FMA14821	branch of ileocolic artery
FMA70478	subdivision of superior mesenteric artery	FMA70481	subdivision of inferior pancreaticoduodenal artery
FMA70481	subdivision of inferior pancreaticoduodenal artery	FMA70479	anterior inferior pancreaticoduodenal artery
FMA70481	subdivision of inferior pancreaticoduodenal artery	FMA70480	posterior inferior pancreaticoduodenal artery
FMA70483	subdivision of inferior mesenteric artery	FMA14826	left colic artery
FMA70483	subdivision of inferior mesenteric artery	FMA14830	sigmoid artery
FMA70483	subdivision of inferior mesenteric artery	FMA14831	marginal artery of colon
FMA70483	subdivision of inferior mesenteric artery	FMA14832	superior rectal artery
FMA70484	segment of renal artery	FMA69264	inferior suprarenal artery
FMA70484	segment of renal artery	FMA70485	anterior division of renal artery
FMA70484	segment of renal artery	FMA70488	posterior division of renal artery
FMA70484	segment of renal artery	FMA70491	ureteric segment of renal artery
FMA70484	segment of renal artery	FMA70494	segmental renal artery
FMA70485	anterior division of renal artery	FMA70486	anterior division of right renal artery
FMA70485	anterior division of renal artery	FMA70487	anterior division of left renal artery
FMA70488	posterior division of renal artery	FMA70489	posterior division of right renal artery
FMA70488	posterior division of renal artery	FMA70490	posterior division of left renal artery
FMA70491	ureteric segment of renal artery	FMA70492	ureteric segment of right renal artery
FMA70491	ureteric segment of renal artery	FMA70493	ureteric segment of left renal artery
FMA70494	segmental renal artery	FMA70499	superior segmental renal artery
FMA70494	segmental renal artery	FMA70502	inferior segmental renal artery
FMA70494	segmental renal artery	FMA70503	posterior segmental renal artery
FMA70499	superior segmental renal artery	FMA86340	superior segmental branch of right renal artery
FMA70499	superior segmental renal artery	FMA86341	superior segmental branch of left renal artery
FMA70502	inferior segmental renal artery	FMA86346	inferior segmental branch of right renal artery
FMA70502	inferior segmental renal artery	FMA86347	inferior segmental branch of left renal artery
FMA70503	posterior segmental renal artery	FMA86348	posterior segmental branch of right renal artery
FMA70503	posterior segmental renal artery	FMA86349	posterior segmental branch of left renal artery
FMA70504	subdivision of common carotid artery	FMA3947	internal carotid artery
FMA70504	subdivision of common carotid artery	FMA70506	subdivision of internal carotid artery
FMA70506	subdivision of internal carotid artery	FMA70523	subdivision of cerebral part of internal carotid artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA49868	ophthalmic artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50028	anterior cerebral artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50031	branch of anterior cerebral artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50081	branch of middle cerebral artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50084	posterior communicating artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50087	anterior choroidal artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50112	branch of anterior choroidal artery
FMA70523	subdivision of cerebral part of internal carotid artery	FMA50168	branch of posterior communicating artery
FMA70593	subdivision of epidermis	FMA71012	skin appendage
FMA70676	subdivision of superior temporal gyrus	FMA70701	anterior part of superior temporal gyrus
FMA70676	subdivision of superior temporal gyrus	FMA70703	posterior part of superior temporal gyrus
FMA70701	anterior part of superior temporal gyrus	FMA72800	anterior part of right superior temporal gyrus
FMA70701	anterior part of superior temporal gyrus	FMA72801	anterior part of left superior temporal gyrus
FMA70703	posterior part of superior temporal gyrus	FMA72804	posterior part of right superior temporal gyrus
FMA70703	posterior part of superior temporal gyrus	FMA72805	posterior part of left superior temporal gyrus
FMA70741	set of facial hairs	FMA54237	eyebrow
FMA70752	set of hairs	FMA70741	set of facial hairs
FMA70779	set of organs	FMA32558	musculature
FMA71012	skin appendage	FMA53667	hair
FMA71114	brachium of inferior colliculus	FMA73463	brachium of right inferior colliculus
FMA71114	brachium of inferior colliculus	FMA73464	brachium of left inferior colliculus
FMA71193	lobe of thymus	FMA71194	right lobe of thymus
FMA71193	lobe of thymus	FMA71195	left lobe of thymus
FMA71209	tributary of axillary vein	FMA13324	cephalic vein
FMA71209	tributary of axillary vein	FMA22908	basilic vein
FMA71209	tributary of axillary vein	FMA22934	brachial vein
FMA71209	tributary of axillary vein	FMA22937	tributary of brachial vein
FMA71209	tributary of axillary vein	FMA23113	subscapular vein
FMA71209	tributary of axillary vein	FMA71210	lateral thoracic vein
FMA71209	tributary of axillary vein	FMA71213	thoracodorsal vein
FMA71209	tributary of axillary vein	FMA77498	circumflex scapular vein
FMA71209	tributary of axillary vein	FMA77499	anterior circumflex humeral vein
FMA71209	tributary of axillary vein	FMA78207	tributary of basilic vein
FMA71210	lateral thoracic vein	FMA71211	right lateral thoracic vein
FMA71210	lateral thoracic vein	FMA71212	left lateral thoracic vein
FMA71213	thoracodorsal vein	FMA71214	right thoracodorsal vein
FMA71213	thoracodorsal vein	FMA71215	left thoracodorsal vein
FMA71235	region of dura mater	FMA266054	subdivision of cranial dura mater
FMA71313	set of levatores costarum longi	FMA74075	set of right levatores costarum longi
FMA71313	set of levatores costarum longi	FMA74076	set of left levatores costarum longi
FMA71314	set of levatores costarum breves	FMA74077	set of right levatores costarum breves
FMA71314	set of levatores costarum breves	FMA74078	set of left levatores costarum breves
FMA71318	set of lumbricals of hand	FMA42398	set of lumbricals of right hand
FMA71318	set of lumbricals of hand	FMA42399	set of lumbricals of left hand
FMA71319	set of dorsal interossei of hand	FMA42404	set of dorsal interossei of right hand
FMA71319	set of dorsal interossei of hand	FMA42405	set of dorsal interossei of left hand
FMA71320	set of palmar interossei of hand	FMA42402	set of palmar interossei of right hand
FMA71320	set of palmar interossei of hand	FMA42403	set of palmar interossei of left hand
FMA71709	subdivision of right lobe branch of right hepatic artery	FMA70442	anterior superior segmental hepatic artery
FMA71709	subdivision of right lobe branch of right hepatic artery	FMA70443	anterior inferior segmental hepatic artery
FMA71709	subdivision of right lobe branch of right hepatic artery	FMA70445	posterior superior segmental hepatic artery
FMA71709	subdivision of right lobe branch of right hepatic artery	FMA70446	posterior inferior segmental hepatic artery
FMA71736	subdivision of left lobe branch of left hepatic artery	FMA70449	medial superior segmental hepatic artery
FMA71736	subdivision of left lobe branch of left hepatic artery	FMA70450	medial inferior segmental hepatic artery
FMA71736	subdivision of left lobe branch of left hepatic artery	FMA70452	lateral superior segmental hepatic artery
FMA71736	subdivision of left lobe branch of left hepatic artery	FMA70453	lateral inferior segmental hepatic artery
FMA71856	segment of biliary tree	FMA71859	segment of right hepatic biliary tree
FMA71856	segment of biliary tree	FMA71860	segment of left hepatic biliary tree
FMA71856	segment of biliary tree	FMA76903	left duct of caudate lobe of liver
FMA71859	segment of right hepatic biliary tree	FMA71865	segmental tributary of right hepatic biliary tree
FMA71860	segment of left hepatic biliary tree	FMA71866	segmental tributary of left hepatic biliary tree
FMA71865	segmental tributary of right hepatic biliary tree	FMA71867	anterior superior tributary of right hepatic biliary tree
FMA71865	segmental tributary of right hepatic biliary tree	FMA71868	anterior inferior tributary of right hepatic biliary tree
FMA71865	segmental tributary of right hepatic biliary tree	FMA71869	posterior superior tributary of right hepatic biliary tree
FMA71865	segmental tributary of right hepatic biliary tree	FMA71870	posterior inferior tributary of right hepatic biliary tree
FMA71866	segmental tributary of left hepatic biliary tree	FMA71885	medial superior tributary of left hepatic biliary tree
FMA71866	segmental tributary of left hepatic biliary tree	FMA71886	medial inferior tributary of left hepatic biliary tree
FMA71866	segmental tributary of left hepatic biliary tree	FMA71887	lateral superior tributary of left hepatic biliary tree
FMA71866	segmental tributary of left hepatic biliary tree	FMA71888	lateral inferior tributary of left hepatic biliary tree
FMA71866	segmental tributary of left hepatic biliary tree	FMA71889	caudate lobe tributary of left hepatic biliary tree
FMA71903	subdivision of hepatic portal vein	FMA15414	right portal vein
FMA71903	subdivision of hepatic portal vein	FMA15415	left portal vein
FMA71903	subdivision of hepatic portal vein	FMA71905	subdivision of right hepatic portal vein
FMA71903	subdivision of hepatic portal vein	FMA71906	subdivision of left hepatic portal vein
FMA71905	subdivision of right hepatic portal vein	FMA15420	anterior superior segmental branch of right portal vein
FMA71905	subdivision of right hepatic portal vein	FMA15421	anterior inferior segmental branch of right portal vein
FMA71905	subdivision of right hepatic portal vein	FMA15423	posterior superior segmental branch of right portal vein
FMA71905	subdivision of right hepatic portal vein	FMA15424	posterior inferior segmental branch of right portal vein
FMA71905	subdivision of right hepatic portal vein	FMA82706	caudate lobe branch of right portal vein
FMA71906	subdivision of left hepatic portal vein	FMA15425	caudate lobe branch of left portal vein
FMA71906	subdivision of left hepatic portal vein	FMA15428	medial superior segmental branch of left portal vein
FMA71906	subdivision of left hepatic portal vein	FMA15429	medial inferior segmental branch of left portal vein
FMA71906	subdivision of left hepatic portal vein	FMA15431	lateral superior segmental branch of left portal vein
FMA71906	subdivision of left hepatic portal vein	FMA15432	lateral inferior segmental branch of left portal vein
FMA71907	trunk of branch of hepatic portal vein	FMA82695	trunk of right portal vein
FMA71907	trunk of branch of hepatic portal vein	FMA82697	trunk of left portal vein
FMA72058	intrinsic ligament of larynx	FMA55230	thyro-epiglottic ligament
FMA72308	stylohyoid ligament	FMA72309	right stylohyoid ligament
FMA72308	stylohyoid ligament	FMA72311	left stylohyoid ligament
FMA72417	brachium of superior colliculus	FMA73461	brachium of right superior colliculus
FMA72417	brachium of superior colliculus	FMA73462	brachium of left superior colliculus
FMA73203	trunk of subdivision of axillary artery	FMA66562	trunk of thoraco-acromial artery
FMA73204	trunk of branch of common iliac artery	FMA20684	trunk of branch of external iliac artery
FMA74779	musculature of chest	FMA71313	set of levatores costarum longi
FMA74779	musculature of chest	FMA71314	set of levatores costarum breves
FMA74866	zone of diencephalon	FMA62032	habenula
FMA74866	zone of diencephalon	FMA62327	tuber cinereum
FMA75445	membrane organ component	FMA55250	conus elasticus
FMA75865	trunk of branch of internal carotid artery	FMA76107	trunk of branch of middle cerebral artery
FMA76107	trunk of branch of middle cerebral artery	FMA76127	trunk of inferior terminal branch of middle cerebral artery
FMA76127	trunk of inferior terminal branch of middle cerebral artery	FMA76128	trunk of inferior terminal branch of right middle cerebral artery
FMA76127	trunk of inferior terminal branch of middle cerebral artery	FMA76129	trunk of inferior terminal branch of left middle cerebral artery
FMA76259	branch of vertebral artery	FMA76264	intracranial branch of vertebral artery
FMA76264	intracranial branch of vertebral artery	FMA50518	posterior inferior cerebellar artery
FMA76264	intracranial branch of vertebral artery	FMA50531	anterior spinal artery
FMA76269	branch of basilar artery	FMA50544	anterior inferior cerebellar artery
FMA76269	branch of basilar artery	FMA50563	branch of pontine artery
FMA76269	branch of basilar artery	FMA50573	superior cerebellar artery
FMA76269	branch of basilar artery	FMA50576	branch of superior cerebellar artery
FMA76269	branch of basilar artery	FMA50586	branch of posterior cerebral artery
FMA76301	trunk of branch of subclavian artery	FMA3990	thyrocervical trunk
FMA76301	trunk of branch of subclavian artery	FMA10636	costocervical trunk
FMA76547	trunk of branch of common hepatic artery	FMA76574	trunk of gastroduodenal artery
FMA76547	trunk of branch of common hepatic artery	FMA76582	trunk of hepatic artery
FMA76582	trunk of hepatic artery	FMA70456	trunk of right hepatic artery
FMA76582	trunk of hepatic artery	FMA70457	trunk of left hepatic artery
FMA76998	supreme intercostal artery	FMA4088	left superior intercostal artery
FMA76998	supreme intercostal artery	FMA5042	right superior intercostal artery
FMA77140	ulnar recurrent artery	FMA22800	anterior ulnar recurrent artery
FMA77140	ulnar recurrent artery	FMA22803	posterior ulnar recurrent artery
